,age,workclass,fnlwgt,education,educationN,maritalStatus,occupation,relationship,race,sex,country,timeWork,weight_change,social_status
30303,55,Private,89.69,Bachelors,13,Divorced,Prof-specialty,Single,White,Female,USA,full time,0.0,Rich
30304,40,Private,126.868,HS-grad,9,Divorced,Machine-op-inspct,Single,Black,Male,USA,full time,0.0,Poor
30305,52,Private,95.128,Some-college,10,Divorced,Sales,Single,White,Male,USA,over time,0.0,Poor
30306,37,Private,185.567,HS-grad,9,Divorced,Machine-op-inspct,Single,White,Male,USA,full time,0.0,Rich
30307,21,Private,301.408,Some-college,10,Never-married,Sales,Single,White,Female,USA,part time,-1.602,Poor
30308,35,Private,216.256,Assoc-voc,11,Never-married,Other-service,Single,White,Male,USA,over time,0.0,Poor
30309,45,Private,182.541,Some-college,10,Divorced,Machine-op-inspct,Single,White,Male,USA,over time,0.0,Poor
30310,39,Private,172.855,HS-grad,9,Divorced,Adm-clerical,Single,Black,Female,USA,full time,0.0,Poor
30311,54,Private,68.684,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,over time,0.0,Poor
30314,59,Self-emp-inc,349.91,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
30315,42,Private,276.218,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Female,USA,full time,0.0,Rich
30316,22,Private,251.196,Some-college,10,Never-married,Protective-serv,Single,Black,Female,USA,part time,0.0,Poor
30317,33,Private,196.898,Bachelors,13,Never-married,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
30318,39,Private,58.343,Some-college,10,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,0.0,Rich
30319,18,Self-emp-inc,101.061,11th,7,Never-married,Farming-fishing,Single,White,Male,USA,too much,0.0,Poor
30321,24,Private,174.043,Bachelors,13,Never-married,Other-service,Single,White,Male,USA,full time,0.0,Poor
30322,28,Private,129.46,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Taken,White,Female,EC,full time,0.0,Poor
30323,21,State-gov,110.946,HS-grad,9,Never-married,Adm-clerical,Single,White,Female,USA,over time,0.0,Poor
30324,22,Private,313.873,11th,7,Never-married,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
30325,61,Private,81.132,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Taken,Asian-Pac-Islander,Male,PH,full time,7.298,Rich
30326,56,Federal-gov,255.386,Some-college,10,Married-civ-spouse,Adm-clerical,Taken,Asian-Pac-Islander,Male,LAO,full time,0.0,Poor
30327,21,Private,191.497,Some-college,10,Never-married,Sales,Single,White,Female,USA,part time,0.0,Poor
30328,17,Private,128.617,10th,6,Never-married,Handlers-cleaners,Single,White,Male,USA,full time,0.0,Poor
30330,28,Local-gov,263.6,HS-grad,9,Married-civ-spouse,Protective-serv,Taken,White,Male,USA,full time,0.0,Rich
30331,62,Private,257.277,HS-grad,9,Widowed,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
30332,39,Private,339.442,HS-grad,9,Separated,Machine-op-inspct,Single,Black,Male,USA,full time,2.176,Poor
30333,30,Local-gov,289.442,HS-grad,9,Never-married,Protective-serv,Single,White,Male,USA,full time,0.0,Poor
30336,54,Private,142.169,HS-grad,9,Never-married,Handlers-cleaners,Single,White,Male,USA,full time,0.0,Poor
30337,49,Private,252.079,Some-college,10,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,full time,0.0,Rich
30338,33,State-gov,119.628,Doctorate,16,Married-civ-spouse,Prof-specialty,Taken,Asian-Pac-Islander,Male,HK,over time,0.0,Poor
30339,50,Private,175.804,Bachelors,13,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,0.0,Rich
30340,57,Private,70.72,HS-grad,9,Married-civ-spouse,Other-service,Taken,White,Male,USA,too much,0.0,Poor
30341,50,State-gov,201.513,HS-grad,9,Divorced,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
30342,45,Private,257.609,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Rich
30343,41,Private,124.692,Some-college,10,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Rich
30344,23,Private,268.525,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,over time,0.0,Poor
30345,23,Private,250.63,Bachelors,13,Never-married,Sales,Single,White,Female,USA,full time,0.0,Poor
30346,47,Private,180.277,HS-grad,9,Married-civ-spouse,Adm-clerical,Taken,White,Female,HU,full time,0.0,Poor
30347,39,Self-emp-not-inc,191.342,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,Asian-Pac-Islander,Male,South,over time,0.0,Poor
30348,29,Private,250.967,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,over time,-1.887,Rich
30349,46,Private,153.254,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,Black,Male,USA,full time,0.0,Poor
30351,68,Private,171.933,7th-8th,4,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
30352,62,Private,211.408,Assoc-voc,11,Married-civ-spouse,Tech-support,Taken,White,Male,USA,full time,0.0,Rich
30353,43,Private,48.193,Assoc-acdm,12,Married-civ-spouse,Tech-support,Taken,White,Male,USA,full time,0.0,Poor
30356,21,State-gov,164.922,Some-college,10,Never-married,Handlers-cleaners,Single,White,Male,USA,full time,0.0,Poor
30357,41,Local-gov,134.524,Assoc-voc,11,Divorced,Craft-repair,Single,White,Female,USA,over time,0.0,Poor
30358,61,Private,176.689,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,full time,0.0,Poor
30359,24,Private,220.993,HS-grad,9,Never-married,Craft-repair,Single,White,Male,USA,over time,0.0,Poor
30362,37,Local-gov,65.291,Assoc-voc,11,Never-married,Protective-serv,Single,White,Female,USA,full time,0.0,Poor
30363,69,Private,197.08,12th,8,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,9.386,Rich
30364,49,Federal-gov,181.657,Some-college,10,Divorced,Exec-managerial,Single,White,Female,USA,over time,0.0,Poor
30365,55,Private,190.257,HS-grad,9,Married-civ-spouse,Farming-fishing,Taken,White,Male,USA,over time,0.0,Rich
30366,21,Private,238.068,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,0.0,Poor
30367,18,Private,337.046,10th,6,Never-married,Other-service,Single,White,Male,USA,full time,0.0,Poor
30368,26,Private,187.248,HS-grad,9,Married-civ-spouse,Prof-specialty,Taken,Black,Male,USA,full time,0.0,Poor
30370,46,Private,285.75,HS-grad,9,Married-civ-spouse,Farming-fishing,Taken,White,Male,USA,over time,4.064,Poor
30371,23,Private,260.617,10th,6,Never-married,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
30372,48,Private,216.999,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Rich
30374,42,State-gov,121.265,Masters,14,Divorced,Prof-specialty,Single,White,Male,USA,full time,0.0,Poor
30375,41,Local-gov,184.466,Masters,14,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Rich
30376,45,Private,297.676,Assoc-acdm,12,Widowed,Sales,Single,White,Female,CU,full time,0.0,Poor
30377,52,Private,114.228,HS-grad,9,Divorced,Craft-repair,Single,White,Male,USA,full time,3.325,Poor
30378,22,Local-gov,121.144,Bachelors,13,Never-married,Prof-specialty,Single,Black,Female,USA,part time,0.0,Poor
30380,27,Private,113.054,HS-grad,9,Separated,Machine-op-inspct,Single,White,Male,USA,over time,0.0,Poor
30381,36,Private,256.636,HS-grad,9,Divorced,Exec-managerial,Single,White,Male,USA,full time,0.0,Poor
30382,34,Private,152.246,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,Amer-Indian-Eskimo,Male,USA,over time,0.0,Poor
30383,38,Private,108.14,Masters,14,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,0.0,Rich
30385,47,Private,207.207,HS-grad,9,Divorced,Sales,Single,White,Female,USA,over time,0.0,Poor
30386,21,Private,115.42,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,over time,0.0,Poor
30387,33,Private,80.058,HS-grad,9,Never-married,Transport-moving,Single,White,Male,USA,full time,0.0,Poor
30388,31,Local-gov,48.52,Assoc-acdm,12,Never-married,Protective-serv,Single,White,Male,USA,full time,0.0,Poor
30390,46,Private,154.405,10th,6,Married-civ-spouse,Handlers-cleaners,Taken,Black,Male,USA,over time,0.0,Poor
30391,55,Local-gov,104.917,Masters,14,Married-civ-spouse,Prof-specialty,Taken,Black,Male,USA,full time,0.0,Rich
30392,19,State-gov,261.422,Some-college,10,Never-married,Prof-specialty,Single,White,Male,USA,full time,0.0,Poor
30393,39,Private,48.915,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,0.0,Rich
30394,61,Private,172.037,HS-grad,9,Married-civ-spouse,Other-service,Taken,White,Male,USA,full time,0.0,Poor
30395,28,Private,144.833,Some-college,10,Married-civ-spouse,Handlers-cleaners,Taken,White,Male,USA,full time,0.0,Poor
30396,28,Private,275.116,10th,6,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,full time,0.0,Poor
30398,61,Private,103.575,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
30399,54,Private,200.783,Some-college,10,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,0.0,Poor
30400,50,Self-emp-inc,152.81,Some-college,10,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,DE,too much,0.0,Poor
30401,37,Local-gov,44.694,Masters,14,Married-civ-spouse,Prof-specialty,Taken,White,Female,USA,over time,0.0,Rich
30403,56,Private,91.905,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Female,USA,part time,0.0,Poor
30404,31,Private,168.906,Bachelors,13,Divorced,Exec-managerial,Single,White,Female,USA,over time,0.0,Rich
30405,32,State-gov,147.215,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Female,USA,over time,0.0,Rich
30406,28,Private,153.546,11th,7,Divorced,Other-service,Single,White,Female,USA,full time,0.0,Poor
30408,33,Private,225.507,10th,6,Never-married,Other-service,Single,White,Female,USA,part time,0.0,Poor
30409,42,Private,345.504,Assoc-voc,11,Divorced,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
30410,64,Private,137.205,Assoc-voc,11,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,over time,0.0,Poor
30411,29,Private,327.779,Some-college,10,Married-civ-spouse,Handlers-cleaners,Taken,White,Male,USA,part time,0.0,Poor
30414,48,Private,131.309,Masters,14,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,0.0,Rich
30415,44,Private,188.331,Some-college,10,Separated,Tech-support,Single,White,Female,USA,full time,0.0,Poor
30416,34,Federal-gov,194.74,Some-college,10,Never-married,Adm-clerical,Single,White,Male,USA,full time,0.0,Poor
30417,40,Private,43.711,HS-grad,9,Never-married,Machine-op-inspct,Single,White,Male,USA,over time,0.0,Poor
30418,45,Private,187.033,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,-2.051,Poor
30419,23,Private,233.923,Some-college,10,Never-married,Other-service,Single,White,Female,USA,part time,0.0,Poor
30420,51,Private,84.278,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,0.0,Rich
30422,57,Private,186.386,Bachelors,13,Widowed,Prof-specialty,Single,White,Male,USA,full time,10.52,Rich
30423,23,Private,129.767,Some-college,10,Never-married,Adm-clerical,Single,White,Female,USA,full time,-1.721,Poor
30424,34,Private,180.284,Some-college,10,Married-civ-spouse,Farming-fishing,Taken,White,Male,USA,full time,0.0,Rich
30425,36,Private,108.32,HS-grad,9,Divorced,Machine-op-inspct,Single,White,Male,USA,full time,4.101,Poor
30426,56,Self-emp-inc,75.214,Prof-school,15,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Rich
30427,42,Private,284.758,HS-grad,9,Divorced,Exec-managerial,Single,White,Female,USA,full time,0.0,Poor
30428,45,Self-emp-inc,188.33,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Poor
30429,38,Private,333.651,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,too much,15.024,Rich
30430,29,Local-gov,115.305,Assoc-voc,11,Married-civ-spouse,Protective-serv,Taken,White,Male,USA,full time,7.688,Rich
30431,54,Private,172.962,Bachelors,13,Divorced,Prof-specialty,Single,White,Male,USA,full time,-1.34,Poor
30432,40,Private,198.096,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,0.0,Rich
30433,29,Private,163.265,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,full time,0.0,Poor
30434,35,Federal-gov,128.608,Bachelors,13,Never-married,Exec-managerial,Single,White,Male,USA,full time,0.0,Poor
30435,47,Private,107.46,HS-grad,9,Separated,Exec-managerial,Single,White,Female,USA,full time,0.0,Poor
30436,51,Private,251.841,Assoc-voc,11,Never-married,Exec-managerial,Single,White,Female,USA,over time,0.0,Poor
30438,58,Private,159.378,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,over time,0.0,Rich
30439,24,Private,170.07,HS-grad,9,Never-married,Machine-op-inspct,Single,White,Female,USA,part time,0.0,Poor
30440,46,State-gov,192.323,HS-grad,9,Divorced,Exec-managerial,Single,White,Male,USA,full time,0.0,Poor
30441,57,Private,135.796,10th,6,Married-civ-spouse,Machine-op-inspct,Taken,Black,Male,USA,over time,0.0,Poor
30442,22,Private,232.985,HS-grad,9,Never-married,Handlers-cleaners,Single,White,Male,USA,part time,0.0,Poor
30445,23,Private,236.994,HS-grad,9,Never-married,Sales,Single,White,Male,USA,over time,0.0,Poor
30446,19,Private,208.366,HS-grad,9,Never-married,Handlers-cleaners,Single,White,Male,USA,full time,0.0,Poor
30447,66,State-gov,102.64,HS-grad,9,Widowed,Prof-specialty,Single,Black,Female,USA,full time,0.0,Poor
30448,38,Private,111.377,Some-college,10,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Poor
30451,47,Private,70.943,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,5.178,Rich
30452,39,Private,294.919,HS-grad,9,Divorced,Transport-moving,Single,White,Male,USA,over time,0.0,Poor
30454,36,Private,255.454,HS-grad,9,Never-married,Craft-repair,Single,Black,Male,USA,full time,0.0,Poor
30455,32,Private,193.26,Some-college,10,Married-civ-spouse,Machine-op-inspct,Taken,Asian-Pac-Islander,Male,PH,full time,0.0,Poor
30457,43,Local-gov,125.461,Bachelors,13,Never-married,Prof-specialty,Single,White,Male,USA,full time,0.0,Poor
30458,51,Private,97.005,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
30459,42,Private,183.319,5th-6th,3,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,over time,0.0,Poor
30460,32,State-gov,167.049,12th,8,Never-married,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
30461,34,Private,185.216,Some-college,10,Never-married,Adm-clerical,Single,White,Male,USA,full time,0.0,Poor
30462,51,Private,161.838,Assoc-voc,11,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,over time,0.0,Poor
30463,38,Private,165.848,Bachelors,13,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,0.0,Poor
30464,21,Private,138.816,HS-grad,9,Never-married,Handlers-cleaners,Single,Black,Male,USA,part time,0.0,Poor
30465,33,Self-emp-not-inc,99.761,Bachelors,13,Never-married,Other-service,Single,White,Female,USA,part time,0.0,Poor
30466,34,Private,112.139,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
30467,32,Private,129.02,HS-grad,9,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Poor
30469,27,Self-emp-not-inc,259.873,HS-grad,9,Married-civ-spouse,Other-service,Taken,Black,Male,USA,over time,0.0,Rich
30470,35,Self-emp-inc,89.622,Some-college,10,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,0.0,Rich
30471,29,State-gov,201.556,Bachelors,13,Never-married,Prof-specialty,Single,White,Male,USA,over time,0.0,Poor
30472,40,Private,176.286,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
30473,46,Private,192.894,7th-8th,4,Married-civ-spouse,Farming-fishing,Taken,Black,Male,USA,full time,0.0,Poor
30474,37,Private,172.232,HS-grad,9,Never-married,Other-service,Single,Black,Female,USA,full time,0.0,Poor
30475,38,Self-emp-not-inc,163.204,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,part time,3.411,Poor
30476,37,Private,265.737,Some-college,10,Married-civ-spouse,Exec-managerial,Taken,Black,Male,CU,over time,-1.887,Rich
30477,44,Private,215.304,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,0.0,Rich
30478,25,Private,185.952,Masters,14,Never-married,Prof-specialty,Single,White,Male,USA,full time,0.0,Poor
30479,38,Private,216.845,HS-grad,9,Never-married,Sales,Single,White,Male,USA,over time,0.0,Poor
30482,46,Private,102.359,Some-college,10,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Rich
30483,20,Private,200.089,5th-6th,3,Never-married,Handlers-cleaners,Single,White,Male,GT,full time,0.0,Poor
30484,47,State-gov,207.12,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Rich
30485,46,Private,295.334,Doctorate,16,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,0.0,Rich
30486,34,Private,234.537,Assoc-acdm,12,Divorced,Sales,Single,White,Male,USA,full time,0.0,Poor
30487,61,Private,142.922,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,full time,0.0,Poor
30488,55,State-gov,181.641,Some-college,10,Divorced,Prof-specialty,Single,Black,Female,USA,full time,0.0,Poor
30489,36,Private,185.325,HS-grad,9,Never-married,Transport-moving,Single,White,Male,USA,full time,0.0,Poor
30490,28,Private,167.336,Some-college,10,Never-married,Exec-managerial,Single,White,Female,USA,full time,10.52,Rich
30492,34,Private,176.117,Some-college,10,Never-married,Sales,Single,Black,Female,USA,full time,0.0,Poor
30493,33,Private,100.228,Some-college,10,Never-married,Machine-op-inspct,Single,Black,Male,USA,full time,0.0,Poor
30494,27,Private,150.296,HS-grad,9,Never-married,Other-service,Single,White,Female,USA,full time,0.0,Poor
30496,55,Private,134.12,10th,6,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,99.999,Rich
30497,39,Self-emp-not-inc,251.71,10th,6,Married-spouse-absent,Other-service,Taken,White,Female,USA,part time,-1.721,Poor
30499,38,Private,175.441,HS-grad,9,Never-married,Handlers-cleaners,Single,Black,Male,USA,full time,0.0,Poor
30500,30,Private,333.119,Some-college,10,Never-married,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
30501,21,Private,89.154,11th,7,Never-married,Other-service,Single,White,Male,SV,over time,0.0,Poor
30502,60,Private,198.727,HS-grad,9,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Poor
30503,43,Private,87.284,Some-college,10,Never-married,Handlers-cleaners,Single,White,Male,USA,full time,0.0,Poor
30504,36,Private,180.686,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,over time,0.0,Rich
30505,23,Private,227.07,Some-college,10,Never-married,Other-service,Single,White,Female,SV,over time,0.0,Poor
30506,57,Local-gov,189.824,Some-college,10,Married-civ-spouse,Handlers-cleaners,Taken,Black,Male,USA,full time,7.298,Rich
30507,25,Local-gov,348.986,HS-grad,9,Never-married,Handlers-cleaners,Single,Black,Male,USA,full time,0.0,Poor
30508,38,Private,96.185,HS-grad,9,Divorced,Other-service,Single,Black,Female,USA,full time,0.0,Poor
30509,22,Private,112.693,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
30511,61,Self-emp-not-inc,140.3,HS-grad,9,Never-married,Sales,Single,White,Female,USA,over time,0.0,Poor
30512,28,Private,340.408,Some-college,10,Divorced,Craft-repair,Single,White,Male,USA,over time,0.0,Poor
30514,21,Private,237.051,Some-college,10,Never-married,Other-service,Single,White,Female,USA,part time,0.0,Poor
30515,49,Private,175.622,Masters,14,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Poor
30517,23,Private,182.812,Some-college,10,Never-married,Other-service,Single,White,Female,DO,full time,0.0,Poor
30518,38,Self-emp-not-inc,245.372,Some-college,10,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,3.137,Poor
30519,34,Local-gov,93.886,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Female,USA,over time,0.0,Rich
30521,27,State-gov,212.232,Some-college,10,Married-civ-spouse,Exec-managerial,Taken,Black,Male,USA,full time,0.0,Rich
30522,57,Private,300.104,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,too much,0.0,Rich
30523,22,Private,156.933,HS-grad,9,Never-married,Handlers-cleaners,Single,Black,Male,USA,part time,0.0,Poor
30524,20,Private,286.734,Some-college,10,Never-married,Adm-clerical,Single,Other,Female,USA,full time,0.0,Poor
30525,49,Self-emp-inc,143.482,Some-college,10,Married-civ-spouse,Prof-specialty,Taken,White,Female,USA,too much,0.0,Rich
30526,38,Private,226.357,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
30527,40,Private,104.892,Bachelors,13,Married-civ-spouse,Tech-support,Taken,White,Male,USA,full time,0.0,Poor
30528,44,Private,223.194,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,Black,Male,HT,full time,-1.485,Poor
30529,37,Self-emp-not-inc,272.09,Some-college,10,Married-civ-spouse,Adm-clerical,Taken,White,Female,USA,part time,0.0,Poor
30530,57,Private,204.816,Masters,14,Divorced,Prof-specialty,Single,White,Male,USA,full time,0.0,Poor
30531,56,Private,230.039,7th-8th,4,Never-married,Other-service,Single,White,Female,USA,full time,0.0,Poor
30532,41,Private,242.619,Assoc-acdm,12,Divorced,Prof-specialty,Single,White,Male,USA,too much,0.0,Poor
30533,50,Self-emp-not-inc,131.982,HS-grad,9,Married-civ-spouse,Other-service,Taken,Asian-Pac-Islander,Male,South,over time,0.0,Poor
30534,33,Private,87.31,9th,5,Never-married,Machine-op-inspct,Single,White,Male,USA,over time,0.0,Poor
30535,29,Private,134.566,Masters,14,Married-civ-spouse,Sales,Taken,White,Male,USA,part time,0.0,Poor
30536,28,Federal-gov,163.862,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,5.178,Rich
30537,35,Private,239.409,10th,6,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,over time,0.0,Poor
30538,36,Private,203.717,HS-grad,9,Divorced,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
30539,45,Private,172.274,Doctorate,16,Divorced,Prof-specialty,Single,Black,Female,USA,full time,-3.004,Rich
30540,30,Self-emp-not-inc,65.278,Assoc-acdm,12,Never-married,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
30541,35,Self-emp-inc,135.289,HS-grad,9,Married-civ-spouse,Other-service,Taken,White,Male,USA,over time,0.0,Poor
30542,27,Private,246.974,Assoc-voc,11,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,0.0,Poor
30543,22,Private,180.06,HS-grad,9,Never-married,Exec-managerial,Single,White,Male,SFRY,full time,0.0,Poor
30544,24,Private,118.023,Some-college,10,Never-married,Handlers-cleaners,Single,White,Male,USA,full time,0.0,Poor
30545,47,Private,102.308,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,0.0,Rich
30546,47,Private,45.564,Some-college,10,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Rich
30547,18,Private,137.646,11th,7,Never-married,Other-service,Single,White,Female,USA,part time,0.0,Poor
30548,18,Private,237.646,Some-college,10,Never-married,Adm-clerical,Single,White,Male,USA,full time,0.0,Poor
30549,31,Local-gov,189.843,HS-grad,9,Divorced,Protective-serv,Single,White,Male,USA,over time,0.0,Rich
30550,43,Self-emp-not-inc,118.261,Masters,14,Divorced,Other-service,Single,White,Female,USA,full time,0.0,Poor
30551,45,Private,288.437,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,Other,Male,USA,full time,4.064,Poor
30552,39,Private,106.347,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,full time,0.0,Poor
30553,30,Private,316.471,Bachelors,13,Never-married,Adm-clerical,Single,White,Male,USA,over time,0.0,Poor
30554,22,Private,50.058,Some-college,10,Never-married,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
30555,30,Self-emp-not-inc,182.089,HS-grad,9,Married-civ-spouse,Farming-fishing,Taken,White,Male,USA,too much,0.0,Poor
30556,36,Private,186.865,Doctorate,16,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,0.0,Rich
30557,20,State-gov,158.206,Assoc-acdm,12,Never-married,Prof-specialty,Single,White,Male,USA,full time,0.0,Poor
30559,27,Private,141.545,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,-1.902,Poor
30560,59,Local-gov,50.929,Some-college,10,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Rich
30561,60,Private,132.529,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
30562,43,Private,260.696,Bachelors,13,Divorced,Exec-managerial,Single,White,Female,USA,full time,0.0,Poor
30563,35,Private,231.18,HS-grad,9,Divorced,Transport-moving,Single,White,Male,USA,over time,0.0,Poor
30564,40,Private,223.277,Bachelors,13,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,over time,0.0,Rich
30565,20,Private,279.538,11th,7,Married-civ-spouse,Handlers-cleaners,Taken,White,Male,USA,full time,2.961,Poor
30566,47,Private,46.044,Masters,14,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Poor
30567,40,Private,168.071,Assoc-acdm,12,Divorced,Prof-specialty,Single,White,Male,USA,over time,0.0,Poor
30568,20,Private,79.691,HS-grad,9,Never-married,Machine-op-inspct,Single,White,Male,USA,full time,0.0,Poor
30570,25,Private,124.111,Some-college,10,Never-married,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
30571,47,Private,104.521,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Rich
30572,29,Self-emp-not-inc,128.516,Assoc-acdm,12,Widowed,Sales,Single,White,Female,USA,full time,0.0,Rich
30573,34,Private,112.564,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,0.0,Poor
30575,23,Private,239.663,Some-college,10,Never-married,Handlers-cleaners,Single,White,Male,USA,over time,2.597,Poor
30576,46,Private,269.284,Assoc-acdm,12,Widowed,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
30577,41,State-gov,175.537,Some-college,10,Divorced,Machine-op-inspct,Single,Black,Female,USA,full time,0.0,Poor
30580,39,Private,174.343,9th,5,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
30581,37,Private,148.143,HS-grad,9,Never-married,Machine-op-inspct,Single,Black,Female,USA,full time,0.0,Poor
30582,34,Private,209.213,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,Black,Male,JM,full time,0.0,Poor
30583,20,Private,165.097,HS-grad,9,Never-married,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
